code,name
2836,高雄銀
2838,聯邦銀
2845,遠東銀
2849,安泰銀
2850,新產
2851,中再保
2852,第一保
2855,統一證
2867,三商壽
2880,華南金
2881,富邦金
2882,國泰金
2883,凱基金
2884,玉山金
2885,元大金
2886,兆豐金
2887,台新新光金
2889,國票金
2890,永豐金
2891,中信金
2892,第一金
2897,王道銀行
2901,欣欣
2903,遠百
2904,匯僑
2905,三商
2906,高林
2908,特力
2910,統領
2911,麗嬰房
2912,統一超
2913,農林
2915,潤泰全
2923,鼎固-KY
2929,淘帝-KY
2939,永邑-KY
2945,三商家購
3002,歐格
3003,健和興
3004,豐達科
3005,神基
3006,晶豪科
3008,大立光
3010,華立
3011,今皓
3013,晟銘電
3014,聯陽
3015,全漢
3016,嘉晶
3017,奇鋐
3018,隆銘綠能
3019,亞光
3021,鴻名
3022,威強電
3023,信邦
3024,憶聲
3025,星通
3026,禾伸堂
3027,盛達
3028,增你強
3029,零壹
3030,德律
3031,佰鴻
3032,偉訓
3033,威健
3034,聯詠
3035,智原
3036,文曄
3037,欣興
3038,全台
3040,遠見
3041,揚智
3042,晶技
3043,科風
3044,健鼎
3045,台灣大
3046,建
3047,訊舟
3048,益登
3049,精金
3050,鈺德
3051,力特
3052,夆典
3054,立萬利
3055,蔚華科
3056,富華新
3057,喬鼎
3058,立德
3059,華晶科
3060,銘異
3062,建漢
3090,日電貿
3092,鴻碩
3094,聯傑
3130,一零四
3135,凌航
3138,耀登
3149,正達
3164,景岳
3167,大量
3168,眾福科
3189,景碩
3209,全科
3229,晟鈦
3231,緯創
3257,虹冠電
3266,昇陽
3296,勝德
3305,昇貿
3308,聯德
3311,閎暉
3312,弘憶股
3321,同泰
3338,泰碩
3346,麗清
3356,奇偶
3376,新日興
3380,明泰
3406,玉晶光
3413,京鼎
3416,融程電
3419,譁裕
3432,台端
3437,榮創
3443,創意
3447,展達
3450,聯鈞
3454,晶睿
3481,群創
3494,誠研
3501,維熹
3504,揚明光
3515,華擎
3518,柏騰
3528,安馳
3530,晶相光
3532,台勝科
3533,嘉澤
3535,晶彩科
3543,州巧
3545,敦泰
3550,聯穎
3557,嘉威
3563,牧德
3576,聯合再生
3583,辛耘
3588,通嘉
3591,艾笛森
3592,瑞鼎
3593,力銘
3596,智易
3605,宏致
3607,谷崧
3617,碩天
3622,洋華
3645,達邁
3652,精聯
3653,健策
3661,世芯-KY
3665,貿聯-KY
3669,圓展
3673,TPK-KY
3679,新至陞
3686,達能
3694,海華
3701,大眾控
3702,大聯大
3703,欣陸
3704,合勤控
3705,永信
3706,神達
3708,上緯投控
3711,日月光投控
3712,永崴投控
3714,富采
3715,定穎投控
3716,中化控股
3717,聯嘉投控
4104,佳醫
4106,雃博
4108,懷特
4119,旭富
4133,亞諾法
4137,麗豐-KY
4142,國光生
4148,全宇生技-KY
4155,訊映
4164,承業醫
4190,佐登-KY
4306,炎洲
4414,如興
4426,利勤
4438,廣越
4439,冠星-KY
4440,宜新實業
4441,振大環球
4526,東台
4532,瑞智
4536,拓凱
4540,全球傳動
4545,銘鈺
4551,智伸科
4552,力達-KY
4555,氣立
4557,永新-KY
4560,強信-KY
4562,穎漢
4564,元翎
4566,時碩工業
4569,六方科-KY
4571,鈞興-KY
4572,駐龍
4576,大銀微系統
4581,光隆精密-KY
4583,台灣精銳
4585,達明
4588,玖鼎電力
4720,德淵
4722,國精化
4736,泰博
4737,華廣
4739,康普
4746,台耀
4755,三福化
4763,材料*-KY
4764,雙鍵
4766,南寶
4770,上品
4771,望隼
4807,日成-KY
4904,遠傳
4906,正文
4912,聯德控股-KY
4915,致伸
4916,事欣科
4919,新唐
4927,泰鼎-KY
4930,燦星網
4934,太極
4935,茂林-KY
4938,和碩
4942,嘉彰
4943,康控-KY
4949,有成精密
4952,凌通
4956,光鋐
4958,臻鼎-KY
4960,誠美材
4961,天鈺
4967,十銓
4968,立積
4976,佳凌
4977,眾達-KY
4989,榮科
4994,傳奇
4999,鑫禾
5007,三星
5203,訊連
5215,科嘉-KY
5222,全訊
5225,東科-KY
5234,達興材料
5243,乙盛-KY
5244,弘凱
5258,虹堡
5269,祥碩
5283,禾聯碩
5284,jpp-KY
5285,界霖
5288,豐祥-KY
5292,華懋
5306,桂盟
5388,中磊
5434,崇越
5469,瀚宇博
5471,松翰
5484,慧友
5515,建國
5519,隆大
5521,工信
5522,遠雄
5525,順天
5531,鄉林
5533,皇鼎
5534,長虹
5538,東明-KY
5546,永固-KY
5607,遠雄港
5608,四維航
5706,鳳凰
5871,中租-KY
5876,上海商銀
5880,合庫金
5906,台南-KY
5907,大洋-KY
6005,群益證
6024,群益期
6108,競國
6112,邁達特
6115,鎰勝
6116,彩晶
6117,迎廣
6120,達運
6128,上福
6133,金橋
6136,富爾特
6139,亞翔
6141,柏承
6142,友勁
6152,百一
6153,嘉聯益
6155,鈞寶
6164,華興
6165,浪凡
6166,凌華
6168,宏齊
6176,瑞儀
6177,達麗
6183,關貿
6184,大豐電
6189,豐藝
6191,精成科
6192,巨路
6196,帆宣
6197,佳必琪
6201,亞弘電
6202,盛群
6205,詮欣
6206,飛捷
6209,今國光
6213,聯茂
6214,精誠
6215,和椿
6216,居易
6224,聚鼎
6225,天瀚
6226,光鼎
6230,尼得科超眾
6235,華孚
6239,力成
6243,迅杰
6257,矽格
6269,台郡
6271,同欣電
6277,宏正
6278,台表科
6281,全國電
6282,康舒
6283,淳安
6285,啟
6405,悅城
6409,旭隼
6412,群電
6414,樺漢
6415,矽力*-KY
6416,瑞祺電通
6426,統新
6431,光麗-KY
6438,迅得
6442,光聖
6443,元晶
6446,藥華藥
6449,鈺邦
6451,訊芯-KY
6456,GIS-KY
6464,台數科
6472,保瑞
6477,安集
6491,晶碩
6504,南六
6505,台塑化
6515,穎崴
6525,捷敏-KY
6526,達發
6531,愛普*
6533,晶心科
6541,泰福-KY
6550,北極星藥業-KY
6552,易華電
6558,興能高
6573,虹揚-KY
6579,研揚
6581,鋼聯
6582,申豐
6585,鼎基
6589,台康生技
6591,動力-KY
6592,和潤企業
6598,ABC-KY
6605,帝寶
6606,建德工業
6614,資拓宏宇
6625,必應
6641,基士德-KY
6655,科定
6657,華安
6658,聯策
6666,羅麗芬-KY
6668,中揚光
6669,緯穎
6670,復盛應用
6671,三能-KY
6672,騰輝電子-KY
6674,鋐寶科技
6689,伊雲谷
6691,洋基工程
6695,芯鼎
6698,旭暉應材
6706,惠特
6715,嘉基
6719,力智
6742,澤米
6743,安普新
6753,龍德造船
6754,匯僑設計
6756,威鋒電子
6757,台灣虎航
6768,志強-KY
6770,力積電
6776,展眥篕
6781,AES-KY
6782,視陽
6789,采鈺
6790,永豐實
6792,詠業
6794,向榮生技
6796,晉弘
6799,來頡
6805,富世達
6806,森崴能源
6807,峰源-KY
6830,汎銓
6831,邁科
6834,天二科技
6835,圓裕
6838,台新藥
6861,睿生光電
6862,三集瑞-KY
6863,永道-KY
6869,雲豹能源
6873,泓德能源
6885,全福生技
6887,寶綠特-KY
6890,來億-KY
6901,鑽石投資
6902,GOGOLOOK
6906,現觀科
6909,創控
6914,阜爾運通
6916,華凌
6918,愛派司
6919,康霈*
6923,中台
6928,攸泰科技
6931,青松健康
6933,AMAX-KY
6936,永鴻生技
6937,天虹
6944,兆聯實業
6952,大武山
6957,裕慶-KY
6958,日盛台駿
6962,奕力-KY
6965,中傑-KY
6994,富威電力
7705,三商餐飲
7711,永擎
7721,微程式
7722,LINEPAY
7732,金興精密
7736,虎山
7749,意騰-KY
7750,新代
7765,中華資安
7769,鴻勁
7780,大研生醫
7786,東方風能
7788,松川精密
7791,皇家可口
7799,禾榮科
8011,台通
8016,矽創
8021,尖點
8028,昇陽半導體
8033,雷虎
8039,台虹
8045,達運光電
8046,南電
8070,長華*
8072,陞泰
8081,致新
8101,華冠
8103,瀚荃
8104,錸寶
8105,凌巨
8110,華東
8112,至上
8114,振樺電
8131,福懋科
8150,南茂
8163,達方
8201,無敵
8210,勤誠
8213,志超
8215,明基材
8222,寶一
8249,菱光
8261,富鼎
8271,宇瞻
8341,日友
8367,建新國際
8374,羅昇
8404,百和興業-KY
8411,福貞-KY
8422,可寧衛*
8429,金麗-KY
8438,昶昕
8442,威宏-KY
8443,阿瘦
8454,富邦媒
8462,柏文
8463,潤泰材
8464,億豐
8466,美吉吉-KY
8467,波力-KY
8473,山林水
8476,台境*
8478,東哥遊艇
8481,政伸
8482,商億-KY
8488,吉源-KY
8499,鼎炫-KY
8926,台汽電
8940,新天地
8996,高力
9802,鈺齊-KY
9902,台火
9904,寶成
9905,大華
9906,欣巴巴
9907,統一實
9908,大台北
9910,豐泰
9911,櫻花
9912,偉聯
9914,美利達
9917,中保科
9918,欣天然
9919,康那香
9921,巨大
9924,福興
9925,新保
9926,新海
9927,泰銘
9928,中視
9929,秋雨
9930,中聯資源
9931,欣高
9933,中鼎
9934,成霖
9935,慶豐富
9937,全國
9938,百和
9939,宏全
9940,信義
9941,裕融
9942,茂順
9943,好樂迪
9944,新麗
9945,潤泰新
9946,三發地產
9955,佳龍
9958,世紀鋼
030001,大同凱基51購02
030002,漢唐凱基51購07
030003,京元電凱基53購03
030004,欣興凱基54購02
030005,牧德凱基51購04
030006,智易凱基51購02
030007,世芯凱基51購23
030008,貿聯凱基51購11
030009,jpp凱基51購01
030010,訊芯凱基51購01
030011,力積電凱基51購02
030012,AES凱基57購02
030013,泓德凱基51購01
030014,世紀鋼凱基53購02
030015,臺股指凱基51購30
030016,南亞群益51購01
030017,南亞群益51購02
030018,台化群益51購03
030019,聚陽群益51購01
03001U,臺股指凱基57售01
030020,華城群益51購08
030021,台玻群益56購01
030022,大成鋼群益51購05
030023,光寶科群益51購02
030024,光寶科群益53購01
030025,鴻海群益53購10
030026,台積電群益51購26
030027,台積電群益51購27
030028,台積電群益51購28
030029,智邦群益51購10
030030,鴻準群益51購02
030031,華碩群益51購03
030032,全新群益51購02
030033,奇鋐群益51購10
030034,亞光群益51購05
030035,信邦群益51購02
030036,欣興群益51購07
030037,景碩群益57購01
030038,玉晶光群益53購03
030039,創意群益51購08
03003U,元債2X元大53售05
030040,群創群益57購01
030041,華擎群益51購02
030042,世芯群益51購20
030043,貿聯群益51購05
030044,臻鼎群益57購01
030045,瀚宇博群益51購03
030046,邁達特群益51購03
030047,聯茂群益54購01
030048,愛普群益51購05
030049,緯穎群益51購08
03004U,道瓊2X元大53售01
030050,AES群益53購01
030051,富世達群益51購08
030052,南電群益53購05
030053,臺指2X中信53購02
030054,台塑中信52購01
030055,南亞中信52購01
030056,台化中信52購01
030057,大成鋼中信52購01
030058,光寶科中信52購01
030059,大成鋼永豐53購03
030060,川湖永豐53購02
030061,光寶科永豐53購02
030062,華通永豐52購02
030063,華通永豐53購01
030064,鴻海永豐52購03
030065,金像電永豐52購07
030066,宏達電永豐52購02
030067,宏達電永豐53購02
030068,欣興永豐52購02
030069,欣興永豐52購03
03006X,元展06
030070,欣興永豐52購04
030071,景碩永豐53購02
030072,臻鼎永豐53購01
030073,同欣電永豐53購01
030074,緯穎永豐52購01
030075,緯穎永豐52購02
030076,台塑統一56購01
030077,南亞統一56購01
030078,南亞統一56購02
030079,南亞統一59購01
03007X,元展07
030080,台化統一56購01
030081,台玻統一56購03
030082,台玻統一56購04
030083,光寶科統一56購01
030084,台達電統一56購05
030085,金像電統一56購04
030086,全新統一56購05
030087,欣興統一56購03
030088,玉晶光統一59購01
030089,貿聯統一56購04
030090,達興統一59購01
030091,瀚宇博統一57購03
030092,訊芯統一59購01
030093,南電統一57購05
030094,南電統一57購06
030095,南電統一59購02
030096,南亞富邦53購01
030097,聚陽富邦53購02
030098,台達電富邦53購03
030099,金像電富邦53購02
030100,大同富邦52購01
030101,愛普富邦53購01
030102,台玻台新52購01
030103,台灣50元富57購01
030104,材料元富52購02
030105,聯茂元富54購01
030106,同欣電元富52購01
030107,AES元富52購01
030108,AES元富52購02
030109,AES元富57購01
03010X,元展10
030110,T50正2國泰53購01
030111,南亞國泰53購01
030112,華城國泰53購01
030113,光寶科國泰53購01
030114,佳能國泰53購02
030115,全新國泰53購01
030116,牧德國泰53購02
030117,台塑化國泰53購01
030118,世紀鋼國泰53購01
030119,台塑國票53購03
030120,億泰國票53購02
030121,億泰國票54購01
030122,大成鋼國票53購01
030123,川湖國票53購02
030124,華通國票53購01
030125,致茂國票53購01
030126,正崴國票53購01
030127,南亞科國票53購01
030128,建準國票53購01
030129,欣興國票59購01
03012X,元展12
030130,景碩國票56購01
030131,緯創國票53購02
030132,南寶國票52購01
030133,南寶國票53購01
030134,遠傳國票53購01
030135,飛捷國票59購01
030136,台郡國票53購01
030137,愛普國票52購02
030138,力智國票53購02
030139,AES國票52購01
03013X,元展13
030140,AES國票53購03
030141,富世達國票53購01
030142,T50反1群益52購03
030143,合機群益52購01
030145,鴻海統一54購02
030147,川湖群益56購01
030148,國巨群益52購04
03014X,元展14
030151,聯發科統一54購01
030152,燿華群益52購01
030154,金像電群益53購01
030155,宏達電群益52購02
030157,宏達電群益53購01
030158,景碩群益52購02
030159,緯創群益52購01
03015X,元展15
030160,世芯群益52購05
030162,材料群益52購12
030163,臻鼎群益53購03
030165,緯穎群益52購06
030167,AES群益53購02
030169,台灣50凱基5B購01
03016X,元展16
030170,南亞凱基52購01
030171,華城凱基52購02
030172,大成鋼凱基52購02
030173,光寶科凱基52購02
030174,鴻海凱基63購01
030175,金像電凱基52購03
030176,台光電凱基52購04
030177,全新凱基52購01
030178,大立光凱基53購01
030179,奇鋐凱基52購02
03017X,元展17
030180,德律凱基52購02
030181,欣興凱基54購03
030182,富華新凱基52購01
030183,景碩凱基53購01
030184,新日興凱基52購01
030185,南寶凱基52購01
030186,臻鼎凱基54購01
030187,緯穎凱基52購01
030188,AES凱基52購03
030189,元債2X元大53購06
030190,元債2X元大56購02
030191,台塑元大52購01
030192,台塑元大52購02
030193,南亞元大52購01
030194,南亞元大52購02
030195,南亞元大52購03
030196,南亞元大52購04
030197,南亞元大52購05
030198,台化元大52購01
030199,台化元大52購02
03019X,元展19
030200,台化元大52購03
030201,川湖元大52購01
030202,鴻海元大52購09
030203,廣宇元大52購01
030204,台積電元大52購12
030205,台積電元大53購03
030206,建準元大52購01
030207,京元電元大53購01
030208,聯發科元大52購04
030209,鉅祥元大52購01
03020X,元展20
030210,宏達電元大52購01
030211,欣興元大53購06
030212,欣興元大56購03
030213,景碩元大52購01
030214,景碩元大52購02
030215,世芯元大52購10
030216,材料元大52購04
030217,臻鼎元大52購01
030218,臻鼎元大52購02
030219,祥碩元大52購01
030220,瀚宇博元大52購01
030221,亞翔元大53購05
030222,台塑化元大52購01
030223,AES元大52購01
030224,AES元大53購01
030225,AES元大56購03
030226,富世達元大53購05
030227,南電元大52購01
030228,南電元大53購01
030229,南電元大57購02
03022X,富展01
030230,滬深2X中信55購01
030231,大成鋼兆豐54購01
030232,矽統兆豐54購01
030233,jpp兆豐55購01
030234,台塑富邦54購01
030235,南亞富邦55購01
030236,台積電富邦53購06
030237,宏達電富邦54購01
030238,創意富邦53購03
030239,南亞統一58購01
03023U,富邦金群益51售01
030240,南亞統一5A購01
030241,南亞統一62購01
030242,台化統一5A購01
030243,台化統一62購01
030244,台玻統一58購01
030245,台玻統一5A購01
030246,宇隆統一5A購01
030247,長榮太統一56購02
030248,TPK統一58購01
030249,達興統一54購02
03024U,奇鋐群益51售01
030250,同欣電統一5B購01
030251,AES統一5C購01
030252,台塑元富52購01
030253,南亞元富52購01
030254,南亞元富52購02
030255,國喬元富52購01
030256,國喬元富58購01
030257,華城元富52購04
030258,華新元富52購01
030259,華新元富52購02
030260,億泰元富52購01
030261,大成鋼元富55購01
030262,上銀元富52購03
030263,國巨元富52購01
030264,國巨元富58購01
030265,台積電元富53購06
030266,台積電元富53購07
030267,台積電元富53購08
030268,台積電元富53購09
030269,台積電元富53購10
03026X,元展23
030270,台積電元富53購11
030271,台積電元富53購12
030272,全新元富53購01
030273,欣興元富52購05
030274,弘憶股元富52購01
030275,世芯元富52購10
030276,同欣電元富58購01
030277,緯穎元富52購03
030278,南亞國票53購02
030279,南亞國票53購03
03027X,元展24
030280,南亞國票53購04
030281,國喬國票54購01
030282,宏達電國票53購02
030283,長榮國票53購01
030284,萬海國票53購01
030285,漢翔國票53購01
030286,智原國票55購02
030287,達邁國票53購01
030288,材料國票53購01
030289,乙盛國票53購01
030290,億豐國票53購01
030291,台塑國泰53購01
030292,台化國泰53購01
030293,全新國泰53購02
030295,萬海國泰53購01
030296,台灣50永豐52購07
030297,台塑永豐52購01
030298,台塑永豐53購04
030299,台塑永豐54購01
03029U,臺股指群益58售02
03029X,元展26
030300,南亞永豐53購03
030301,國喬永豐54購01
030302,台化永豐53購01
030303,華新永豐54購01
030304,中鋼永豐52購01
030305,矽統永豐52購01
030306,南亞科永豐52購03
030307,南亞科永豐52購04
030308,漢翔永豐52購01
030309,長榮太永豐54購01
030310,大立光永豐52購02
030311,牧德永豐54購01
030312,世芯永豐52購06
030313,南寶永豐53購02
030314,上品永豐52購01
030315,台塑化永豐53購02
030316,台塑化永豐54購01
030317,穎崴永豐52購04
030318,泰金寶永豐53購01
030319,台泥凱基54購01
03031U,鴻海統一53售14
030320,台塑凱基54購01
030321,台塑凱基55購01
030322,南亞凱基52購02
030323,台化凱基52購01
030324,華新凱基52購01
030325,華新凱基54購01
030326,大成鋼凱基55購01
030327,華通凱基52購01
030328,國巨凱基54購01
030329,廣宇凱基52購01
03032U,台積電統一53售09
030330,華邦電凱基52購01
030331,智邦凱基52購02
030332,南亞科凱基52購02
030333,聯發科凱基52購07
030334,宏達電凱基52購02
030335,奇鋐凱基52購03
030336,景碩凱基52購01
030337,緯創凱基54購03
030338,玉晶光凱基52購02
030339,世芯凱基54購07
03033U,南亞科統一53售02
030340,亞翔凱基54購02
030341,台塑化凱基52購01
030342,緯穎凱基52購02
030343,AES凱基57購03
030344,南電凱基58購01
030345,振樺電凱基52購01
030346,世紀鋼凱基52購01
030347,T50正2元大52購02
030348,滬深2X元大57購03
030349,滬深2X元大58購01
030350,滬深2X元大5A購01
030351,元金2X元大52購01
030352,台塑元大52購04
030353,台塑元大52購05
030354,台塑元大52購06
030355,南亞元大52購06
030356,南亞元大52購07
030357,南亞元大52購08
030358,光寶科元大52購01
030359,光寶科元大52購02
03035U,長榮統一53售04
03035X,元展32
030360,華通元大52購01
030361,華通元大52購02
030362,台積電元大54購19
030363,矽統元大52購01
030364,矽統元大52購02
030365,燿華元大52購01
030366,漢唐元大52購02
030367,京元電元大54購01
030368,聯發科元大52購05
030369,全新元大52購01
030370,全新元大52購02
030371,宏達電元大52購02
030372,宏達電元大52購03
030373,宏達電元大52購04
030374,台新金元大52購01
030375,大立光元大52購03
030376,大立光元大54購02
030377,景碩元大52購03
030378,世芯元大52購11
030379,材料元大52購05
03037U,萬海統一53售02
030380,材料元大52購06
030381,祥碩元大54購01
030382,台郡元大52購01
030383,力積電元大52購01
030384,AES元大54購01
030385,富世達元大54購04
030386,南電元大52購03
030387,南電元大54購01
030388,南電元大58購01
030389,泰金寶元大52購02
03038U,奇鋐統一53售02
03038X,元展35
030390,臺股指元大52購10
030391,台塑群益52購01
030392,台塑群益52購02
030393,國喬群益53購01
030394,台化群益53購01
030395,聚陽群益52購01
030396,華城群益54購06
030397,大成鋼群益53購01
030398,光寶科群益52購01
03039U,緯穎統一53售02
03039X,元展36
030400,全新群益52購01
030401,漢翔群益52購02
030402,大立光群益52購05
030403,欣興群益55購02
030404,材料群益52購13
030405,南寶群益52購01
030406,台塑化群益53購01
030407,台塑中信52購02
030408,中鴻中信52購01
030409,智邦中信53購01
030410,台塑化中信52購01
030411,臺股指中信54購07
030412,台灣50永豐58購01
030413,元金2X永豐58購01
030414,華城永豐53購03
030415,光寶科永豐52購01
030416,台達電永豐52購03
030417,台達電永豐54購01
030418,台積電永豐55購04
030419,宏皏藕53購01
030420,金像電永豐52購08
030421,台光電永豐52購09
030422,台光電永豐53購04
030423,台光電永豐54購02
030424,奇鋐永豐52購01
030425,奇鋐永豐55購01
030426,德律永豐54購01
030427,智原永豐54購01
030428,緯創永豐52購02
030429,世芯永豐52購08
030430,神達永豐53購05
030431,臻鼎永豐52購02
030432,祥碩永豐53購01
030433,聯茂永豐54購01
030434,愛普永豐52購03
030435,愛普永豐53購03
030439,台積電統一54購01
030440,緯穎永豐52購04
030443,鴻海台新52購01
030445,台塑兆豐53購01
030446,川湖兆豐53購02
030447,華通兆豐53購01
030448,聯發科兆豐53購03
030449,大立光兆豐53購02
030455,世芯兆豐54購02
030456,愛普兆豐53購01
030457,亞泥富邦53購01
030459,華城富邦54購03
030460,華城富邦55購01
030461,大成鋼富邦55購01
030462,華邦電富邦52購02
030463,矽統富邦55購01
030464,台光電富邦56購01
030465,南亞科富邦55購01
030466,奇鋐富邦54購03
030467,奇鋐富邦55購01
030468,神達富邦52購01
030469,AES富邦55購01
030470,AES富邦55購02
